"location","age","pop","code"
"Florida","30",286190,"FL"
"Florida","31",277471,"FL"
"Florida","32",271559,"FL"
"Florida","33",271068,"FL"
"Florida","34",273318,"FL"
"Florida","35",265364,"FL"
"Florida","36",268898,"FL"
"Florida","37",267599,"FL"
"Florida","38",264777,"FL"
"Florida","39",270103,"FL"
"Florida","40",255134,"FL"
"Florida","41",253264,"FL"
"Florida","42",253772,"FL"
"Florida","43",247317,"FL"
"Florida","44",254303,"FL"
"Florida","45",249783,"FL"
"Florida","46",256488,"FL"
"Florida","47",269080,"FL"
"Florida","48",281692,"FL"
"Florida","49",283374,"FL"
"Florida","50",267510,"FL"
"Florida","51",264343,"FL"
"Florida","52",268248,"FL"
"Florida","53",275331,"FL"
"Florida","54",293546,"FL"
"Florida","55",299562,"FL"
"Florida","56",297362,"FL"
"Florida","57",296082,"FL"
"Florida","58",298247,"FL"
"Florida","59",298257,"FL"
"Florida","60",287208,"FL"
"Florida","61",285152,"FL"
"Florida","62",284374,"FL"
"Florida","63",276419,"FL"
"Florida","64",275692,"FL"
"Florida","65",269177,"FL"
"Florida","66",263076,"FL"
"Florida","67",257477,"FL"
"Florida","68",254671,"FL"
"Florida","69",251483,"FL"
"Florida","70",248693,"FL"
"Florida","71",251309,"FL"
"Florida","72",267863,"FL"
"Florida","73",202591,"FL"
"Florida","74",199029,"FL"
"Florida","75",194453,"FL"
"Florida","76",200535,"FL"
"Florida","77",173022,"FL"
"Florida","78",156340,"FL"
"Florida","79",146017,"FL"
"Florida","80",135959,"FL"
"Florida","81",126869,"FL"
"Florida","82",114752,"FL"
"Florida","83",105472,"FL"
"Florida","84",97095,"FL"
"Florida","85",27688,"FL"
"Florida","86",27688,"FL"
"Florida","87",27688,"FL"
"Florida","88",27688,"FL"
"Florida","89",27688,"FL"
"Florida","90",27688,"FL"
"Florida","91",27688,"FL"
"Florida","92",27688,"FL"
"Florida","93",27688,"FL"
"Florida","94",27688,"FL"
"Florida","95",27688,"FL"
"Florida","96",27688,"FL"
"Florida","97",27688,"FL"
"Florida","98",27688,"FL"
"Florida","99",27688,"FL"
"Florida","100",27688,"FL"
"Florida","101",27688,"FL"
"Florida","102",27688,"FL"
"Florida","103",27688,"FL"
"Florida","104",27688,"FL"
"Florida","105",27688,"FL"
"Georgia","0",127141,"GA"
"Georgia","1",128766,"GA"
"Georgia","2",131644,"GA"
"Georgia","3",133384,"GA"
"Georgia","4",135631,"GA"
"Georgia","5",135015,"GA"
"Georgia","6",134438,"GA"
"Georgia","7",137644,"GA"
"Georgia","8",138824,"GA"
"Georgia","9",139666,"GA"
"Georgia","10",140592,"GA"
"Georgia","11",146576,"GA"
"Georgia","12",147613,"GA"
"Georgia","13",147134,"GA"
"Georgia","14",145501,"GA"
"Georgia","15",145634,"GA"
"Georgia","16",144049,"GA"
"Georgia","17",144629,"GA"
"Georgia","18",147654,"GA"
"Georgia","19",150154,"GA"
"Georgia","20",143881,"GA"
"Georgia","21",142909,"GA"
"Georgia","22",142034,"GA"
"Georgia","23",142613,"GA"
"Georgia","24",145943,"GA"
"Georgia","25",149042,"GA"
"Georgia","26",153012,"GA"
"Georgia","27",155401,"GA"
"Georgia","28",157723,"GA"
"Georgia","29",156406,"GA"
"Georgia","30",150080,"GA"
"Georgia","31",145009,"GA"
"Georgia","32",141894,"GA"
"Georgia","33",141043,"GA"
"Georgia","34",143651,"GA"
"Georgia","35",138447,"GA"
"Georgia","36",141395,"GA"
"Georgia","37",141807,"GA"
"Georgia","38",141536,"GA"
"Georgia","39",145833,"GA"
"Georgia","40",137008,"GA"
"Georgia","41",134534,"GA"
"Georgia","42",134235,"GA"
"Georgia","43",130263,"GA"
"Georgia","44",135896,"GA"
"Georgia","45",133105,"GA"
"Georgia","46",137177,"GA"
"Georgia","47",142987,"GA"
"Georgia","48",149807,"GA"
"Georgia","49",149620,"GA"
"Georgia","50",138438,"GA"
"Georgia","51",134669,"GA"
"Georgia","52",134605,"GA"
"Georgia","53",136743,"GA"
"Georgia","54",142501,"GA"
"Georgia","55",142516,"GA"
"Georgia","56",139747,"GA"
"Georgia","57",137274,"GA"
"Georgia","58",136657,"GA"
"Georgia","59",135213,"GA"
"Georgia","60",129126,"GA"
"Georgia","61",126042,"GA"
"Georgia","62",124790,"GA"
"Georgia","63",119311,"GA"
"Georgia","64",116857,"GA"
"Georgia","65",110806,"GA"
"Georgia","66",105781,"GA"
"Georgia","67",101046,"GA"
"Georgia","68",97816,"GA"
"Georgia","69",95918,"GA"
"Georgia","70",92826,"GA"
"Georgia","71",92204,"GA"
"Georgia","72",94019,"GA"
"Georgia","73",68628,"GA"
"Georgia","74",66957,"GA"
"Georgia","75",63621,"GA"
"Georgia","76",63461,"GA"
"Georgia","77",53489,"GA"
"Georgia","78",48296,"GA"
"Georgia","79",44694,"GA"
"Georgia","80",40286,"GA"
"Georgia","81",36494,"GA"
"Georgia","82",32289,"GA"
"Georgia","83",29771,"GA"
"Georgia","84",27483,"GA"
"Georgia","85",7194,"GA"
"Georgia","86",7194,"GA"
"Georgia","87",7194,"GA"
"Georgia","88",7194,"GA"
"Georgia","89",7194,"GA"
"Georgia","90",7194,"GA"
"Georgia","91",7194,"GA"
"Georgia","92",7194,"GA"
"Georgia","93",7194,"GA"
"Georgia","94",7194,"GA"
"Georgia","95",7194,"GA"
"Georgia","96",7194,"GA"
"Georgia","97",7194,"GA"
"Georgia","98",7194,"GA"
"Georgia","99",7194,"GA"
"Georgia","100",7194,"GA"
"Georgia","101",7194,"GA"
"Georgia","102",7194,"GA"
"Georgia","103",7194,"GA"
"Georgia","104",7194,"GA"
"Georgia","105",7194,"GA"
"Hawaii","0",16800,"HI"
"Hawaii","1",16717,"HI"
"Hawaii","2",17044,"HI"
"Hawaii","3",17402,"HI"
"Hawaii","4",17256,"HI"
"Hawaii","5",17554,"HI"
"Hawaii","6",17706,"HI"
"Hawaii","7",17396,"HI"
"Hawaii","8",17447,"HI"
"Hawaii","9",16607,"HI"
"Hawaii","10",16185,"HI"
"Hawaii","11",16649,"HI"
"Hawaii","12",16237,"HI"
"Hawaii","13",15937,"HI"
"Hawaii","14",15868,"HI"
"Hawaii","15",16053,"HI"
"Hawaii","16",15771,"HI"
"Hawaii","17",15239,"HI"
"Hawaii","18",15055,"HI"
"Hawaii","19",15169,"HI"
"Hawaii","20",16560,"HI"
"Hawaii","21",17362,"HI"
"Hawaii","22",17724,"HI"
"Hawaii","23",18163,"HI"
"Hawaii","24",18841,"HI"
"Hawaii","25",19632,"HI"
"Hawaii","26",19906,"HI"
"Hawaii","27",20293,"HI"
"Hawaii","28",21145,"HI"
"Hawaii","29",20888,"HI"
"Hawaii","30",19884,"HI"
"Hawaii","31",19527,"HI"
"Hawaii","32",19734,"HI"
"Hawaii","33",19477,"HI"
"Hawaii","34",19509,"HI"
"Hawaii","35",19428,"HI"
"Hawaii","36",19646,"HI"
"Hawaii","37",19354,"HI"
"Hawaii","38",19101,"HI"
"Hawaii","39",19342,"HI"
"Hawaii","40",18163,"HI"
"Hawaii","41",17231,"HI"
"Hawaii","42",16872,"HI"
"Hawaii","43",16254,"HI"
"Hawaii","44",16412,"HI"
"Hawaii","45",16063,"HI"
"Hawaii","46",15992,"HI"
"Hawaii","47",16558,"HI"
"Hawaii","48",17266,"HI"
"Hawaii","49",18256,"HI"
"Hawaii","50",16888,"HI"
"Hawaii","51",16415,"HI"
"Hawaii","52",16157,"HI"
"Hawaii","53",16518,"HI"
"Hawaii","54",17634,"HI"
"Hawaii","55",17659,"HI"
"Hawaii","56",17844,"HI"
"Hawaii","57",17837,"HI"
"Hawaii","58",17800,"HI"
"Hawaii","59",18818,"HI"
"Hawaii","60",17955,"HI"
"Hawaii","61",17866,"HI"
"Hawaii","62",17942,"HI"
"Hawaii","63",17673,"HI"
"Hawaii","64",17743,"HI"
"Hawaii","65",17232,"HI"
"Hawaii","66",17200,"HI"
"Hawaii","67",16556,"HI"
"Hawaii","68",15802,"HI"
"Hawaii","69",16248,"HI"
"Hawaii","70",15481,"HI"
"Hawaii","71",15138,"HI"
"Hawaii","72",14822,"HI"
"Hawaii","73",11830,"HI"
"Hawaii","74",11783,"HI"
"Hawaii","75",11248,"HI"
"Hawaii","76",9966,"HI"
"Hawaii","77",8841,"HI"
"Hawaii","78",7979,"HI"
"Hawaii","79",7465,"HI"
"Hawaii","80",6654,"HI"
"Hawaii","81",6312,"HI"
"Hawaii","82",5690,"HI"
"Hawaii","83",5358,"HI"
"Hawaii","84",5175,"HI"
"Hawaii","85",1984,"HI"
"Hawaii","86",1984,"HI"
"Hawaii","87",1984,"HI"
"Hawaii","88",1984,"HI"
"Hawaii","89",1984,"HI"
"Hawaii","90",1984,"HI"
"Hawaii","91",1984,"HI"
"Hawaii","92",1984,"HI"
"Hawaii","93",1984,"HI"
"Hawaii","94",1984,"HI"
"Hawaii","95",1984,"HI"
"Hawaii","96",1984,"HI"
"Hawaii","97",1984,"HI"
"Hawaii","98",1984,"HI"
"Hawaii","99",1984,"HI"
"Hawaii","100",1984,"HI"
"Hawaii","101",1984,"HI"
"Hawaii","102",1984,"HI"
"Hawaii","103",1984,"HI"
"Hawaii","104",1984,"HI"
"Hawaii","105",1984,"HI"
"Idaho","0",22106,"ID"
"Idaho","1",22367,"ID"
"Idaho","2",23057,"ID"
"Idaho","3",24024,"ID"
"Idaho","4",24646,"ID"
"Idaho","5",24065,"ID"
"Idaho","6",24588,"ID"
"Idaho","7",24348,"ID"
"Idaho","8",24947,"ID"
"Idaho","9",25369,"ID"
"Idaho","10",25620,"ID"
"Idaho","11",26521,"ID"
"Idaho","12",26768,"ID"
"Idaho","13",26182,"ID"
"Idaho","14",26380,"ID"
"Idaho","15",26305,"ID"
"Idaho","16",25594,"ID"
"Idaho","17",25314,"ID"
"Idaho","18",24539,"ID"
"Idaho","19",23433,"ID"
"Idaho","20",22374,"ID"
"Idaho","21",22614,"ID"
"Idaho","22",23824,"ID"
"Idaho","23",23947,"ID"
"Idaho","24",23675,"ID"
"Idaho","25",24200,"ID"
"Idaho","26",24112,"ID"
"Idaho","27",24361,"ID"
"Idaho","28",24565,"ID"
"Idaho","29",24393,"ID"
"Idaho","30",23345,"ID"
"Idaho","31",22626,"ID"
"Idaho","32",22581,"ID"
"Idaho","33",22876,"ID"
"Idaho","34",23431,"ID"
"Idaho","35",23217,"ID"
"Idaho","36",23606,"ID"
"Idaho","37",23698,"ID"
"Idaho","38",23766,"ID"
"Idaho","39",23946,"ID"
"Idaho","40",22881,"ID"
"Idaho","41",22281,"ID"
"Idaho","42",21738,"ID"
"Idaho","43",20857,"ID"
"Idaho","44",21182,"ID"
"Idaho","45",20092,"ID"
"Idaho","46",19679,"ID"
"Idaho","47",20456,"ID"
"Idaho","48",21362,"ID"
"Idaho","49",21203,"ID"
"Idaho","50",20346,"ID"
"Idaho","51",19398,"ID"
"Idaho","52",19505,"ID"
"Idaho","53",19583,"ID"
"Idaho","54",20142,"ID"
"Idaho","55",20942,"ID"
"Idaho","56",21587,"ID"
"Idaho","57",22041,"ID"
"Idaho","58",22512,"ID"
"Idaho","59",22459,"ID"
"Idaho","60",21741,"ID"
"Idaho","61",22035,"ID"
"Idaho","62",22260,"ID"
"Idaho","63",21479,"ID"
"Idaho","64",21304,"ID"
"Idaho","65",20819,"ID"
"Idaho","66",20566,"ID"
"Idaho","67",19644,"ID"
"Idaho","68",18736,"ID"
"Idaho","69",18119,"ID"
"Idaho","70",17604,"ID"
"Idaho","71",17269,"ID"
"Idaho","72",17766,"ID"
"Idaho","73",12829,"ID"
"Idaho","74",12514,"ID"
"Idaho","75",12252,"ID"
"Idaho","76",12345,"ID"
"Idaho","77",10343,"ID"
"Idaho","78",9411,"ID"
"Idaho","79",8590,"ID"
"Idaho","80",7922,"ID"
"Idaho","81",7002,"ID"
"Idaho","82",6292,"ID"
"Idaho","83",5628,"ID"
"Idaho","84",5245,"ID"
"Idaho","85",1418,"ID"
"Idaho","86",1418,"ID"
"Idaho","87",1418,"ID"
"Idaho","88",1418,"ID"
"Idaho","89",1418,"ID"
"Idaho","90",1418,"ID"
"Idaho","91",1418,"ID"
"Idaho","92",1418,"ID"
"Idaho","93",1418,"ID"
"Idaho","94",1418,"ID"
"Idaho","95",1418,"ID"
"Idaho","96",1418,"ID"
"Idaho","97",1418,"ID"
"Idaho","98",1418,"ID"
"Idaho","99",1418,"ID"
"Idaho","100",1418,"ID"
"Idaho","101",1418,"ID"
"Idaho","102",1418,"ID"
"Idaho","103",1418,"ID"
"Idaho","104",1418,"ID"
"Idaho","105",1418,"ID"
"Illinois","0",143723,"IL"
"Illinois","1",145936,"IL"
"Illinois","2",149504,"IL"
"Illinois","3",153181,"IL"
"Illinois","4",154590,"IL"
"Illinois","5",152251,"IL"
"Illinois","6",151861,"IL"
"Illinois","7",153500,"IL"
"Illinois","8",155612,"IL"
"Illinois","9",156503,"IL"
"Illinois","10",156110,"IL"
"Illinois","11",161245,"IL"
"Illinois","12",162519,"IL"
"Illinois","13",162807,"IL"
"Illinois","14",163337,"IL"
"Illinois","15",165869,"IL"
"Illinois","16",164633,"IL"
"Illinois","17",164694,"IL"
"Illinois","18",163671,"IL"
"Illinois","19",163763,"IL"
"Illinois","20",162863,"IL"
"Illinois","21",162948,"IL"
"Illinois","22",164969,"IL"
"Illinois","23",166959,"IL"
"Illinois","24",172238,"IL"
"Illinois","25",175425,"IL"
"Illinois","26",177695,"IL"
"Illinois","27",180906,"IL"
"Illinois","28",182153,"IL"
"Illinois","29",181051,"IL"
"Illinois","30",173653,"IL"
"Illinois","31",172006,"IL"
"Illinois","32",169444,"IL"
"Illinois","33",171606,"IL"
"Illinois","34",174157,"IL"
"Illinois","35",168170,"IL"
"Illinois","36",169889,"IL"
"Illinois","37",170221,"IL"
"Illinois","38",168375,"IL"
"Illinois","39",173300,"IL"
"Illinois","40",161856,"IL"
"Illinois","41",158861,"IL"
"Illinois","42",157692,"IL"
"Illinois","43",152369,"IL"
"Illinois","44",156402,"IL"
"Illinois","45",150910,"IL"
"Illinois","46",152461,"IL"
"Illinois","47",159807,"IL"
"Illinois","48",167861,"IL"
"Illinois","49",168889,"IL"
"Illinois","50",159119,"IL"
"Illinois","51",156786,"IL"
"Illinois","52",156690,"IL"
"Illinois","53",159116,"IL"
"Illinois","54",168150,"IL"
"Illinois","55",169463,"IL"
"Illinois","56",169910,"IL"
"Illinois","57",169284,"IL"
"Illinois","58",172147,"IL"
"Illinois","59",173797,"IL"
"Illinois","60",167227,"IL"
"Illinois","61",165763,"IL"
"Illinois","62",162181,"IL"
"Illinois","63",155060,"IL"
"Illinois","64",153451,"IL"
"Illinois","65",144416,"IL"
"Illinois","66",137652,"IL"
"Illinois","67",131287,"IL"
"Illinois","68",126859,"IL"
"Illinois","69",121965,"IL"
"Illinois","70",116066,"IL"
"Illinois","71",113503,"IL"
"Illinois","72",116633,"IL"
"Illinois","73",85340,"IL"
"Illinois","74",82312,"IL"
"Illinois","75",80117,"IL"
"Illinois","76",82701,"IL"
"Illinois","77",72245,"IL"
"Illinois","78",64289,"IL"
"Illinois","79",59676,"IL"
"Illinois","80",55470,"IL"
"Illinois","81",52704,"IL"
"Illinois","82",47407,"IL"
"Illinois","83",44511,"IL"
"Illinois","84",41110,"IL"
"Illinois","85",12713,"IL"
"Illinois","86",12713,"IL"
"Illinois","87",12713,"IL"
"Illinois","88",12713,"IL"
"Illinois","89",12713,"IL"
"Illinois","90",12713,"IL"
"Illinois","91",12713,"IL"
"Illinois","92",12713,"IL"
"Illinois","93",12713,"IL"
"Illinois","94",12713,"IL"
"Illinois","95",12713,"IL"
"Illinois","96",12713,"IL"
"Illinois","97",12713,"IL"
"Illinois","98",12713,"IL"
"Illinois","99",12713,"IL"
"Illinois","100",12713,"IL"
"Illinois","101",12713,"IL"
"Illinois","102",12713,"IL"
"Illinois","103",12713,"IL"
"Illinois","104",12713,"IL"
"Illinois","105",12713,"IL"
"Indiana","0",80356,"IN"
"Indiana","1",82338,"IN"
"Indiana","2",83235,"IN"
"Indiana","3",85579,"IN"
"Indiana","4",86832,"IN"
"Indiana","5",86118,"IN"
"Indiana","6",86434,"IN"
"Indiana","7",86142,"IN"
"Indiana","8",86226,"IN"
"Indiana","9",87022,"IN"
"Indiana","10",87080,"IN"
"Indiana","11",89818,"IN"
"Indiana","12",90440,"IN"
"Indiana","13",89977,"IN"
"Indiana","14",89724,"IN"
"Indiana","15",90625,"IN"
"Indiana","16",90135,"IN"
"Indiana","17",89893,"IN"
"Indiana","18",88848,"IN"
"Indiana","19",98248,"IN"
"Indiana","20",98112,"IN"
"Indiana","21",96746,"IN"
"Indiana","22",94949,"IN"
"Indiana","23",91868,"IN"
"Indiana","24",90974,"IN"
"Indiana","25",91235,"IN"
"Indiana","26",92145,"IN"
"Indiana","27",95204,"IN"
"Indiana","28",94068,"IN"
"Indiana","29",91806,"IN"
"Indiana","30",87642,"IN"
"Indiana","31",85192,"IN"
"Indiana","32",83494,"IN"
"Indiana","33",84308,"IN"
"Indiana","34",85593,"IN"
"Indiana","35",82924,"IN"
"Indiana","36",85087,"IN"
"Indiana","37",85625,"IN"
"Indiana","38",85701,"IN"
"Indiana","39",87928,"IN"
"Indiana","40",82892,"IN"
"Indiana","41",81163,"IN"
"Indiana","42",80046,"IN"
"Indiana","43",77446,"IN"
"Indiana","44",80147,"IN"
"Indiana","45",77365,"IN"
"Indiana","46",78984,"IN"
"Indiana","47",82769,"IN"
"Indiana","48",87907,"IN"
"Indiana","49",86864,"IN"
"Indiana","50",81414,"IN"
"Indiana","51",79324,"IN"
"Indiana","52",80492,"IN"
"Indiana","53",81640,"IN"
"Indiana","54",87270,"IN"
"Indiana","55",89490,"IN"
"Indiana","56",88648,"IN"
"Indiana","57",88858,"IN"
"Indiana","58",90874,"IN"
"Indiana","59",90796,"IN"
"Indiana","60",87784,"IN"
"Indiana","61",87902,"IN"
"Indiana","62",86360,"IN"
"Indiana","63",82822,"IN"
"Indiana","64",81548,"IN"
"Indiana","65",78348,"IN"
"Indiana","66",74569,"IN"
"Indiana","67",71644,"IN"
"Indiana","68",68130,"IN"
"Indiana","69",65719,"IN"
"Indiana","70",63773,"IN"
"Indiana","71",61257,"IN"
"Indiana","72",63634,"IN"
"Indiana","73",45028,"IN"
"Indiana","74",44635,"IN"
"Indiana","75",43055,"IN"
"Indiana","76",44350,"IN"
"Indiana","77",38186,"IN"
"Indiana","78",34459,"IN"
"Indiana","79",31632,"IN"
"Indiana","80",29609,"IN"
"Indiana","81",27778,"IN"
"Indiana","82",24718,"IN"
"Indiana","83",22956,"IN"
"Indiana","84",21194,"IN"
"Indiana","85",6241,"IN"
"Indiana","86",6241,"IN"
"Indiana","87",6241,"IN"
"Indiana","88",6241,"IN"
"Indiana","89",6241,"IN"
"Indiana","90",6241,"IN"
"Indiana","91",6241,"IN"
"Indiana","92",6241,"IN"
"Indiana","93",6241,"IN"
"Indiana","94",6241,"IN"
"Indiana","95",6241,"IN"
"Indiana","96",6241,"IN"
"Indiana","97",6241,"IN"
"Indiana","98",6241,"IN"
"Indiana","99",6241,"IN"
"Indiana","100",6241,"IN"
"Indiana","101",6241,"IN"
"Indiana","102",6241,"IN"
"Indiana","103",6241,"IN"
"Indiana","104",6241,"IN"
"Indiana","105",6241,"IN"
"Iowa","0",37540,"IA"
"Iowa","1",38296,"IA"
"Iowa","2",39186,"IA"
"Iowa","3",40104,"IA"
"Iowa","4",40510,"IA"
"Iowa","5",40384,"IA"
"Iowa","6",40018,"IA"
"Iowa","7",39731,"IA"
"Iowa","8",39289,"IA"
"Iowa","9",40734,"IA"
"Iowa","10",40974,"IA"
"Iowa","11",42023,"IA"
"Iowa","12",42224,"IA"
"Iowa","13",41896,"IA"
"Iowa","14",41222,"IA"
"Iowa","15",41086,"IA"
"Iowa","16",41007,"IA"
"Iowa","17",40617,"IA"
"Iowa","18",41858,"IA"
"Iowa","19",47636,"IA"
"Iowa","20",46768,"IA"
"Iowa","21",46910,"IA"
"Iowa","22",46046,"IA"
"Iowa","23",42808,"IA"
"Iowa","24",41679,"IA"
"Iowa","25",41578,"IA"
"Iowa","26",41152,"IA"
"Iowa","27",41907,"IA"
"Iowa","28",40964,"IA"
"Iowa","29",40454,"IA"
"Iowa","30",38419,"IA"
"Iowa","31",37259,"IA"
"Iowa","32",37157,"IA"
"Iowa","33",38830,"IA"
"Iowa","34",40430,"IA"
"Iowa","35",39432,"IA"
"Iowa","36",40387,"IA"
"Iowa","37",40906,"IA"
"Iowa","38",40230,"IA"
"Iowa","39",41318,"IA"
"Iowa","40",38874,"IA"
"Iowa","41",37372,"IA"
"Iowa","42",36348,"IA"
"Iowa","43",34529,"IA"
"Iowa","44",35819,"IA"
"Iowa","45",33411,"IA"
"Iowa","46",33407,"IA"
"Iowa","47",35397,"IA"
"Iowa","48",37678,"IA"
"Iowa","49",38323,"IA"
"Iowa","50",36628,"IA"
"Iowa","51",35521,"IA"
"Iowa","52",36150,"IA"
"Iowa","53",36777,"IA"
"Iowa","54",39217,"IA"
"Iowa","55",40509,"IA"
"Iowa","56",41198,"IA"
"Iowa","57",42182,"IA"
"Iowa","58",43214,"IA"
"Iowa","59",43731,"IA"
"Iowa","60",41978,"IA"
"Iowa","61",41823,"IA"
"Iowa","62",41258,"IA"
"Iowa","63",39907,"IA"
"Iowa","64",39896,"IA"
"Iowa","65",38135,"IA"
"Iowa","66",36563,"IA"
"Iowa","67",35756,"IA"
"Iowa","68",34101,"IA"
"Iowa","69",32331,"IA"
"Iowa","70",30709,"IA"
"Iowa","71",29672,"IA"
"Iowa","72",30749,"IA"
"Iowa","73",22006,"IA"
"Iowa","74",21425,"IA"
"Iowa","75",21030,"IA"
"Iowa","76",21374,"IA"
"Iowa","77",18671,"IA"
"Iowa","78",17372,"IA"
"Iowa","79",16370,"IA"
"Iowa","80",15447,"IA"
"Iowa","81",14608,"IA"
"Iowa","82",13279,"IA"
"Iowa","83",12909,"IA"
"Iowa","84",11773,"IA"
"Iowa","85",3746,"IA"
"Iowa","86",3746,"IA"
"Iowa","87",3746,"IA"
"Iowa","88",3746,"IA"
"Iowa","89",3746,"IA"
"Iowa","90",3746,"IA"
"Iowa","91",3746,"IA"
"Iowa","92",3746,"IA"
"Iowa","93",3746,"IA"
"Iowa","94",3746,"IA"
"Iowa","95",3746,"IA"
"Iowa","96",3746,"IA"
"Iowa","97",3746,"IA"
"Iowa","98",3746,"IA"
"Iowa","99",3746,"IA"
"Iowa","100",3746,"IA"
"Iowa","101",3746,"IA"
"Iowa","102",3746,"IA"
"Iowa","103",3746,"IA"
"Iowa","104",3746,"IA"
"Iowa","105",3746,"IA"
"Kansas","0",35325,"KS"
"Kansas","1",36037,"KS"
"Kansas","2",37321,"KS"
"Kansas","3",38289,"KS"
"Kansas","4",38359,"KS"
"Kansas","5",38831,"KS"
"Kansas","6",39150,"KS"
"Kansas","7",39055,"KS"
"Kansas","8",39463,"KS"
"Kansas","9",39864,"KS"
"Kansas","10",39546,"KS"
"Kansas","11",40377,"KS"
"Kansas","12",40314,"KS"
"Kansas","13",39987,"KS"
"Kansas","14",39679,"KS"
"Kansas","15",39667,"KS"
"Kansas","16",39922,"KS"
"Kansas","17",39064,"KS"
"Kansas","18",39194,"KS"
"Kansas","19",42647,"KS"
"Kansas","20",44039,"KS"
"Kansas","21",42989,"KS"
"Kansas","22",42594,"KS"
"Kansas","23",41942,"KS"
"Kansas","24",40755,"KS"
"Kansas","25",39668,"KS"
"Kansas","26",39733,"KS"
"Kansas","27",40187,"KS"
"Kansas","28",38617,"KS"
"Kansas","29",38016,"KS"
"Kansas","30",37111,"KS"
"Kansas","31",36557,"KS"
"Kansas","32",36474,"KS"
"Kansas","33",37785,"KS"
"Kansas","34",38774,"KS"
"Kansas","35",38032,"KS"
"Kansas","36",38361,"KS"
"Kansas","37",38560,"KS"
"Kansas","38",38011,"KS"
"Kansas","39",38466,"KS"
"Kansas","40",35588,"KS"
"Kansas","41",34385,"KS"
"Kansas","42",34093,"KS"
"Kansas","43",32486,"KS"
"Kansas","44",33047,"KS"
"Kansas","45",31322,"KS"
"Kansas","46",31174,"KS"
"Kansas","47",32486,"KS"
"Kansas","48",34365,"KS"
"Kansas","49",34717,"KS"
"Kansas","50",32882,"KS"
"Kansas","51",31436,"KS"
"Kansas","52",31779,"KS"
"Kansas","53",32715,"KS"
"Kansas","54",35085,"KS"
"Kansas","55",36491,"KS"
"Kansas","56",37301,"KS"
"Kansas","57",37697,"KS"
"Kansas","58",38621,"KS"
"Kansas","59",38522,"KS"
"Kansas","60",37593,"KS"
"Kansas","61",37151,"KS"
"Kansas","62",37148,"KS"
"Kansas","63",35635,"KS"
"Kansas","64",35346,"KS"
"Kansas","65",33841,"KS"
"Kansas","66",32194,"KS"
"Kansas","67",30830,"KS"
"Kansas","68",29543,"KS"
"Kansas","69",28083,"KS"
"Kansas","70",26611,"KS"
"Kansas","71",26022,"KS"
"Kansas","72",27040,"KS"
"Kansas","73",19110,"KS"
"Kansas","74",18962,"KS"
"Kansas","75",18554,"KS"
"Kansas","76",18664,"KS"
"Kansas","77",15853,"KS"
"Kansas","78",14622,"KS"
"Kansas","79",13619,"KS"
"Kansas","80",12780,"KS"
"Kansas","81",12234,"KS"
"Kansas","82",11037,"KS"
"Kansas","83",10397,"KS"
"Kansas","84",9813,"KS"
"Kansas","85",3128,"KS"
"Kansas","86",3128,"KS"
"Kansas","87",3128,"KS"
"Kansas","88",3128,"KS"
"Kansas","89",3128,"KS"
"Kansas","90",3128,"KS"
"Kansas","91",3128,"KS"
"Kansas","92",3128,"KS"
"Kansas","93",3128,"KS"
"Kansas","94",3128,"KS"
"Kansas","95",3128,"KS"
"Kansas","96",3128,"KS"
"Kansas","97",3128,"KS"
"Kansas","98",3128,"KS"
"Kansas","99",3128,"KS"
"Kansas","100",3128,"KS"
"Kansas","101",3128,"KS"
"Kansas","102",3128,"KS"
"Kansas","103",3128,"KS"
"Kansas","104",3128,"KS"
"Kansas","105",3128,"KS"
"Kentucky","0",53154,"KY"
"Kentucky","1",54112,"KY"
"Kentucky","2",54464,"KY"
"Kentucky","3",55204,"KY"
"Kentucky","4",55676,"KY"
"Kentucky","5",55656,"KY"
"Kentucky","6",55651,"KY"
"Kentucky","7",55183,"KY"
"Kentucky","8",55061,"KY"
"Kentucky","9",54866,"KY"
"Kentucky","10",55610,"KY"
"Kentucky","11",56869,"KY"
"Kentucky","12",57689,"KY"
"Kentucky","13",56917,"KY"
"Kentucky","14",56915,"KY"
"Kentucky","15",56992,"KY"
"Kentucky","16",56540,"KY"
"Kentucky","17",56312,"KY"
"Kentucky","18",57080,"KY"
"Kentucky","19",58983,"KY"
"Kentucky","20",59006,"KY"
"Kentucky","21",59268,"KY"
"Kentucky","22",59587,"KY"
"Kentucky","23",59769,"KY"
"Kentucky","24",60261,"KY"
"Kentucky","25",60525,"KY"
"Kentucky","26",60047,"KY"
"Kentucky","27",62417,"KY"
"Kentucky","28",63933,"KY"
"Kentucky","29",62548,"KY"
"Kentucky","30",58668,"KY"
"Kentucky","31",55711,"KY"
"Kentucky","32",54357,"KY"
"Kentucky","33",54125,"KY"
"Kentucky","34",55049,"KY"
"Kentucky","35",53867,"KY"
"Kentucky","36",55823,"KY"
"Kentucky","37",55868,"KY"
"Kentucky","38",56688,"KY"
"Kentucky","39",58302,"KY"
"Kentucky","40",55313,"KY"
"Kentucky","41",54669,"KY"
"Kentucky","42",54270,"KY"
"Kentucky","43",52270,"KY"
"Kentucky","44",53883,"KY"
"Kentucky","45",52291,"KY"
"Kentucky","46",53400,"KY"
"Kentucky","47",56839,"KY"
"Kentucky","48",59508,"KY"
"Kentucky","49",58650,"KY"
"Kentucky","50",55672,"KY"
